route_long_name,route_short_name,agency_id,route_desc,route_type,route_id,route_url,route_color,route_text_color
KATOWICE SĄDOWA - KATOWICE SĄDOWA,Z210,1,Katowice Sądowa - Katowice Dworzec - Katowice Jagiellońska - Katowice Francuska - Katowice Dworzec - Katowice Sądowa,3,1082,https://rj.metropoliaztm.pl/rozklady/3-Z210,000000,00FF00
KATOWICE SĄDOWA - LIGOTA AKADEMIKI,12,1,Katowice Sądowa - Katowice Dworzec - Katowice Kopernika Dworzec - Katowice AWF - Ligota Panewnicka - Ligota Akademiki,3,12,https://rj.metropoliaztm.pl/rozklady/3-12,000000,00FF00
KATOWICE SĄDOWA - PYRZOWICE PORT LOTNICZY (KATOWICE AIRPORT),AP,1,Katowice Sądowa - Katowice Dworzec - Katowice Sokolska - Katowice Strefa Kultury - Pyrzowice Port Lotniczy (Katowice Airport),3,1002,https://rj.metropoliaztm.pl/rozklady/3-AP,FF0080,FFFFFF
KATOWICE SĄDOWA - WESOŁA KOPALNIA,M101,1,Katowice Sądowa - Katowice Dworzec - Katowice Sokolska - Katowice Strefa Kultury - Zawodzie Centrum Przesiadkowe - Wilhelmina Skrzyżowanie - Mysłowice Bończyka - Mysłowice Dworzec PKP - Brzęczkowice Kościół - Brzęczkowice Szkoła - Brzęczkowice Ogródki Działkowe - Brzezinka Centrum - Wesoła Dzierżonia - Wesoła Rynek - Wesoła Kopalnia,3,1014,https://rj.metropoliaztm.pl/rozklady/3-M101,000000,80FF80
KNURÓW CENTRUM PRZESIADKOWE SZPITALNA - KNURÓW CMENTARZ KOMUNALNY,610,1,Knurów Centrum Przesiadkowe Szpitalna - Knurów Remiza - Knurów Wojska Polskiego - Knurów Centrum Przesiadkowe Szpitalna - Knurów Cmentarz Komunalny,3,610,https://rj.metropoliaztm.pl/rozklady/3-610,F32121,
KNURÓW CENTRUM PRZESIADKOWE SZPITALNA - ORZESZE SZKOŁA,636,1,Knurów Centrum Przesiadkowe Szpitalna - Knurów Remiza - Gierałtowice Kościół - Ornontowice Myto - Ornontowice Centrum - Orzesze Kościół - Orzesze Szkoła,3,636,https://rj.metropoliaztm.pl/rozklady/3-636,000000,
KOBIÓR CENTRUM - KATOWICE SĄDOWA,M10,1,"Kobiór Centrum - Tychy Osiedle ""Z1"" - Tychy Brama Słońca - Tychy Lodowisko - Giszowiec Osiedle - Katowice AWF - Katowice Dworzec - Katowice Sądowa",3,1012,https://rj.metropoliaztm.pl/rozklady/3-M10,FF8000,00FF00
KOBIÓR CENTRUM - TYCHY SZPITAL WOJEWÓDZKI,157,1,Kobiór Centrum - Tychy Brama Słońca - Tychy Dmowskiego - Tychy Gen. Grota-Roweckiego - Tychy Urząd Miasta - Tychy Szpital Wojewódzki,3,157,https://rj.metropoliaztm.pl/rozklady/3-157,FF8000,400080
KOCHŁOWICE KOPALNIA ŚLĄSK - BYTOM DWORZEC,39,1,Kochłowice Kopalnia Śląsk - Kochłowice Rynek - Zgoda Droga Kochłowicka - Bykowina Niedźwiedziniec - Bykowina Górnośląska - Nowy Bytom Centrum - Czarny Las Stacja Paliw - Ruda Południowa - Biskupice Zamkowa - Bobrek Ratusz - Bytom Łużycka - Bytom Dworzec,3,39,https://rj.metropoliaztm.pl/rozklady/3-39,FF0000,
KOSTUCHNA SZKOŁA - PODLESIE DWORZEC PKP,989,1,Kostuchna Szkoła - Podlesie Dworzec PKP,3,989,https://rj.metropoliaztm.pl/rozklady/3-989,000000,0000FF
KOSZUTKA SŁONECZNA PĘTLA - BRYNÓW CENTRUM PRZESIADKOWE,T46,1,Koszutka Słoneczna Pętla - Koszutka Słoneczna - Katowice Rondo - Katowice Rynek - Katowice Plac Miarki - Katowice Kościuszki Szpital - Brynów Gawronów - Brynów Centrum Przesiadkowe,0,1072,https://rj.metropoliaztm.pl/rozklady/0-T46,000000,FFFFFF
KSIĘŻY LAS - PYSKOWICE SZPITALNA,153,1,Księży Las - Jasiona II - Kopienica Ośrodek Zdrowia - Łubie Górne - Łubie Gospodarstwo Rolne - Dąbrowa - Pyskowice Plac Wyszyńskiego - Pyskowice Szpitalna,3,153,https://rj.metropoliaztm.pl/rozklady/3-153,008000,00FFFF
LIGOTA AKADEMIKI - BRZEZINKA WYSOKI BRZEG PĘTLA,292,1,Ligota Akademiki - Ligota Poleska - Piotrowice Skrzyżowanie - Ochojec Szpital - Giszowiec Kopalnia Staszic - Giszowiec Mysłowicka - Janów Zamkowa Skwer - Bończyk Kościół - Mysłowice Wielka Skotnica - Mysłowice Dworzec PKP - Brzęczkowice Kościół - Brzęczkowice Szkoła - Brzęczkowice Ogródki Działkowe - Brzezinka Centrum - Brzezinka Wysoki Brzeg Pętla,3,292,https://rj.metropoliaztm.pl/rozklady/3-292,000000,00FFFF
LIGOTA DWORZEC PKP - BYKOWINA GRZEGORZKA,13,1,Ligota Dworzec PKP - Ligota Panewnicka - Kochłowice Piłsudskiego - Kochłowice Rynek - Bykowina Niedźwiedziniec - Bykowina Korfantego - Bykowina Grzegorzka,3,13,https://rj.metropoliaztm.pl/rozklady/3-13,FF0000,00FFFF
LIGOTA DWORZEC PKP - LIGOTA AKADEMIKI,Z-51,1,Ligota Dworzec PKP - Ligota Panewnicka - Ligota Akademiki,3,1086,https://rj.metropoliaztm.pl/rozklady/3-Z-51,000000,00FFFF
LIGOTA DWORZEC PKP - PANEWNIKI OWSIANA,913,1,Ligota Dworzec PKP - Ligota Panewnicka - Panewniki Owsiana,3,913,https://rj.metropoliaztm.pl/rozklady/3-913,000000,00FFFF
LIGOTA ZADOLE - KATOWICE ANDRZEJA DWORZEC,46,1,Ligota Zadole - Ligota Panewnicka - Katowice AWF - Katowice Andrzeja Dworzec,3,46,https://rj.metropoliaztm.pl/rozklady/3-46,FF0000,00FF00
MACZKI KOŚCIUSZKI - KATOWICE PIOTRA SKARGI,835,1,Maczki Kościuszki - Porąbka Kopalnia - Klimontów Hospicjum - Dańdówka Skrzyżowanie - Sosnowiec Rondo Ludwik - Dąbrówka Mała Skrzyżowanie - Dąbrówka Mała Centrum Handlowe - Katowice Strefa Kultury - Katowice Piotra Skargi,3,835,https://rj.metropoliaztm.pl/rozklady/3-835,000000,FFFF80
MIASTECZKO ŚLĄSKIE OSIEDLE - RYBNA LOTNIKÓW,614,1,Miasteczko Śląskie Osiedle - Miasteczko Śląskie Rynek - Lasowice Osiedle - Osada Jana - Tarnowskie Góry Dworzec - Tarnowskie Góry Powstańców Śląskich - Tarnowskie Góry Wyszyńskiego - Stare Tarnowice Osiedle Przyjaźń - Stare Tarnowice Szpital - Stare Tarnowice Szpital - Stare Tarnowice Francuska - Rybna Posesja 68 - Rybna Lotników,3,614,https://rj.metropoliaztm.pl/rozklady/3-614,000000,00FFFF
MIASTECZKO ŚLĄSKIE OSIEDLE - RYBNA LOTNIKÓW,615,1,Miasteczko Śląskie Osiedle - Miasteczko Śląskie Rynek - Lasowice Osiedle - Osada Jana - Tarnowskie Góry Dworzec - Tarnowskie Góry Powstańców Śląskich - Tarnowskie Góry Wyszyńskiego - Stare Tarnowice Osiedle Przyjaźń - Stare Tarnowice Francuska - Rybna Posesja 68 - Rybna Lotników,3,615,https://rj.metropoliaztm.pl/rozklady/3-615,000080,00FFFF
MICHAŁKOWICE BUDRYKA - SIEMIANOWICE BUDOWLANA KOŃCOWY,222,1,Michałkowice Budryka - Michałkowice Kościół - Bytków Kapicy - Wełnowiec Plac Alfreda - Siemianowice Plac Skargi - Siemianowice Powstańców - Siemianowice Konopnickiej - Siemianowice Budowlana Końcowy,3,222,https://rj.metropoliaztm.pl/rozklady/3-222,000000,
MICHAŁKOWICE BYTOMSKA - GISZOWIEC KOPALNIA STASZIC,30,1,Michałkowice Bytomska - Michałkowice Kościelna - Michałkowice Kościół - Koszutka Iłłakowiczówny - Katowice Chorzowska - Katowice Strefa Kultury - Wilhelmina Skrzyżowanie - Giszowiec Kopalnia Staszic,3,30,https://rj.metropoliaztm.pl/rozklady/3-30,000000,00FF00
MIERZĘCICE MAGAZYNY - BĘDZIN KOŚCIUSZKI,625,1,Mierzęcice Magazyny - Siedliska - Nowa Wieś Skrzyżowanie - Nowa Wieś Remiza - Targoszyce Kościół - Przeczyce Przystań - Podwarpie Bar - Wojkowice Kościelne - Kuźnica Warężyńska Skrzyżowanie - Goląszka DK86 - Sarnów Główna - Łagisza Poczta - Będzin Targowisko - Nowak-Mosty Będzin Arena - Będzin Kościuszki,3,625,https://rj.metropoliaztm.pl/rozklady/3-625,004080,0080FF
MIERZĘCICE PKP - BYTOM DWORZEC,17,1,Mierzęcice PKP - Niwiska Pętla - Siedliska - Nowa Wieś Skrzyżowanie - Celiny Autostrada - Tąpkowice Szkoła - Bizja - Świerklaniec Park - Orzech Szkoła - Radzionków Plac Letochów - Dąbrowa Miejska Centrum Handlowe - Bytom Dworzec,3,17,https://rj.metropoliaztm.pl/rozklady/3-17,000000,8080FF
MIKOŁESKA - WIELOWIEŚ CENTRUM PRZESIADKOWE,743,1,Mikołeska - Boruszowice Cmentarz - Boruszowice Szkoła - Boruszowice Hanusek - Hanusek Cegielnia - Nowa Wieś Pętla - Tworóg Zamek - Tworóg Dworzec PKP - Świniowice Skrzyżowanie - Wielowieś Kościół - Wielowieś Centrum Przesiadkowe,3,743,https://rj.metropoliaztm.pl/rozklady/3-743,000000,C08080
MIKOŁÓW DWORZEC - GLIWICE CENTRUM PRZESIADKOWE,41,1,Mikołów Dworzec - Reta Hipermarket - Wygoda Skrzyżowanie - Paniówki Skrzyżowanie - Przyszowice Skrzyżowanie - Gliwice Górna - Gliwice Komag - Gliwice Plac Piastów - Gliwice Centrum Przesiadkowe,3,41,https://rj.metropoliaztm.pl/rozklady/3-41,000000,
MIKOŁÓW DWORZEC - KOBIÓR CENTRUM,Z-57,1,Mikołów Dworzec - Kobiór Centrum,3,1087,https://rj.metropoliaztm.pl/rozklady/3-Z-57,FF8000,400080
MIKOŁÓW DWORZEC - MIKOŁÓW DWORZEC,245,1,Mikołów Dworzec - Mikołów Dworzec - Reta Hipermarket - Mikołów Dworzec,3,245,https://rj.metropoliaztm.pl/rozklady/3-245,FF0000,
MIKOŁÓW DWORZEC - MIKOŁÓW DWORZEC,294,1,Mikołów Dworzec - Zawiść Skrzyżowanie - Mikołów Dworzec,3,294,https://rj.metropoliaztm.pl/rozklady/3-294,FF0000,400080
MIKOŁÓW DWORZEC - MIKOŁÓW DWORZEC,568,1,Mikołów Dworzec - Mikołów Dworzec,3,568,https://rj.metropoliaztm.pl/rozklady/3-568,FF0000,
MIKOŁÓW DWORZEC - MIKOŁÓW DWORZEC,594,1,Mikołów Dworzec - Zawiść Skrzyżowanie - Mikołów Dworzec,3,594,https://rj.metropoliaztm.pl/rozklady/3-594,FF0000,400080
MIKOŁÓW DWORZEC - ORZESZE SZKOŁA,505,1,Mikołów Dworzec - Wygoda Skrzyżowanie - Bujaków Dworcowa - Ornontowice Centrum - Ornontowice Bujakowska - Orzesze Kościół - Orzesze Szkoła,3,505,https://rj.metropoliaztm.pl/rozklady/3-505,FF0000,
MIKOŁÓW DWORZEC - ZGOŃ PĘTLA,655,1,Mikołów Dworzec - Orzesze Kościół - Zawiść Skrzyżowanie - Zgoń Pętla,3,655,https://rj.metropoliaztm.pl/rozklady/3-655,FF0000,400080
MIKOŁÓW DWORZEC - ŻORY CENTRUM PRZESIADKOWE,69,1,Mikołów Dworzec - Łaziska Średnie Szyb Aleksander - Orzesze Kościół - Żory Centrum Przesiadkowe,3,69,https://rj.metropoliaztm.pl/rozklady/3-69,FF0000,FF8000
MIKULCZYCE PĘTLA - MAKOSZOWY PĘTLA,T3,1,Mikulczyce Pętla - Zabrze Pole Ludwik - Zabrze Plac Teatralny - Zabrze Plac Wolności - Zabrze Lutra - Guido Park Pileckiego - Makoszowy Pętla,0,1067,https://rj.metropoliaztm.pl/rozklady/0-T3,000000,FFFFFF
MIKULCZYCE ZWROTNICZA - MIKULCZYCE ZWROTNICZA,704,1,Mikulczyce Zwrotnicza - Mikulczyce Plac Kroczka - Grzybowice Kościół - Mikulczyce Plac Kroczka - Mikulczyce Zwrotnicza,3,704,https://rj.metropoliaztm.pl/rozklady/3-704,000000,FFFF80
MILOWICE PĘTLA - KAZIMIERZ GÓRNICZY PĘTLA,T27,1,Milowice Pętla - Milowice Park Logistyczny - Sosnowiec Dęblińska - Sosnowiec Wspólna - Sosnowiec Ostrogórska - Sosnowiec Rondo Ludwik - Dańdówka Skrzyżowanie - Klimontów Kolonia Pstrowskiego - Kazimierz Górniczy Pętla,0,1065,https://rj.metropoliaztm.pl/rozklady/0-T27,000000,A8FFD3
MILOWICE PĘTLA - MYSŁOWICE DWORZEC PKP,T26,1,Milowice Pętla - Milowice Park Logistyczny - Sosnowiec Wspólna - Sosnowiec Rondo Ludwik - Dańdówka Skrzyżowanie - Niwka Pawiak - Mysłowice Dworzec PKP,0,1064,https://rj.metropoliaztm.pl/rozklady/0-T26,000000,A8FFD3
MIĘDZYRZECZE GOSPODA - KATOWICE SĄDOWA,M22,1,Międzyrzecze Gospoda - Lędziny Pomnik - Imielin Wiadukt - Kosztowy Rynek - Katowice Francuska - Katowice Dworzec - Katowice Sądowa,3,1035,https://rj.metropoliaztm.pl/rozklady/3-M22,FA14B5,FFFFFF
MUCHOWIEC KORTY PĘTLA - MICHAŁKOWICE WYZWOLENIA,110,1,Muchowiec Korty Pętla - Katowice Francuska - Katowice Dworzec - Katowice Sokolska - Dąb Krzyżowa - Bytków Osiedle Chemik - Michałkowice Kościelna - Michałkowice Wyzwolenia,3,110,https://rj.metropoliaztm.pl/rozklady/3-110,000000,00FF00
MURCKI RYNEK - MYSŁOWICE KOPALNIA,972,1,Murcki Rynek - Wesoła Mostek - Larysz Storczyków - Brzezinka Centrum - Brzęczkowice Ogródki Działkowe - Mysłowice Dworzec PKP - Mysłowice Kopalnia,3,972,https://rj.metropoliaztm.pl/rozklady/3-972,000000,
MURCKI SZYB STANISŁAW - PODLESIE OCZYSZCZALNIA,973,1,Murcki Szyb Stanisław - Ochojec Szpital - Piotrowice Osiedle Żurawia - Podlesie Oczyszczalnia,3,973,https://rj.metropoliaztm.pl/rozklady/3-973,000000,
MYDLICE PĘTLA - PODWARPIE PĘTLA,638,1,Mydlice Pętla - Dąbrowa Górnicza Centrum - Gołonóg Zakład Energetyczny - Gołonóg Osiedle - Gołonóg Dworzec PKP - Gołonóg Swobodna - Ząbkowice Centrum - Ząbkowice Stadion - Ząbkowice Osiedle Młodych Hutników - Ujejsce Skrzyżowanie - Trzebiesławice Kościół - Podwarpie Pętla,3,638,https://rj.metropoliaztm.pl/rozklady/3-638,000000,0080FF
MYDLICE PĘTLA - SŁAWKÓW ZWM,49,1,Mydlice Pętla - Dąbrowa Górnicza Urząd Pracy - Dąbrowa Górnicza Centrum - Reden Wojska Polskiego - Strzemieszyce Narutowicza Przejazd Kolejowy - Strzemieszyce Krzyż - Niwa Schronisko - Sławków Dworzec PKP - Sławków Rynek - Sławków ZWM,3,49,https://rj.metropoliaztm.pl/rozklady/3-49,000000,
MYDLICE PĘTLA - SŁAWKÓW ZWM,M109,1,Mydlice Pętla - Dąbrowa Górnicza Centrum - Reden Osiedle Mickiewicza - Strzemieszyce Kościół - Strzemieszyce Ordona Przejazd Kolejowy - Strzemieszyce Krzyż - Sławków Rynek - Sławków ZWM,3,1022,https://rj.metropoliaztm.pl/rozklady/3-M109,FF8080,FF8080
MYDLICE PĘTLA - TUCZNAWA STREFA EKONOMICZNA,644,1,Mydlice Pętla - Dąbrowa Górnicza Centrum - Gołonóg Zakład Energetyczny - Tworzeń Roździeńskiego - Tucznawa Strefa Ekonomiczna,3,644,https://rj.metropoliaztm.pl/rozklady/3-644,000000,FFFFFF
MYDLICE PĘTLA - TWORZEŃ HUTA KATOWICE,604,1,Mydlice Pętla - Dąbrowa Górnicza Fabryka Pełna Życia - Łęknice Pogoria III - Gołonóg Wczasowa - Gołonóg Dworzec PKP - Gołonóg Osiedle - Gołonóg Zajezdnia - Tworzeń Huta Katowice,3,604,https://rj.metropoliaztm.pl/rozklady/3-604,00FF00,FFFFFF
MYDLICE PĘTLA - TWORZEŃ HUTA KATOWICE,84,1,Mydlice Pętla - Dąbrowa Górnicza Centrum - Reden Wojska Polskiego - Strzemieszyce Kościół - Strzemieszyce Ordona Przejazd Kolejowy - Łosień Szkoła - Ząbkowice Centrum - Gołonóg Zajezdnia - Tworzeń Huta Katowice,3,84,https://rj.metropoliaztm.pl/rozklady/3-84,000000,FF8080
MYDLICE PĘTLA - ZĄBKOWICE DWORZEC PKP,656,1,Mydlice Pętla - Dąbrowa Górnicza Centrum - Gołonóg Dworzec PKP - Gołonóg Wczasowa - Łęknice Pogoria III - Ząbkowice Osiedle Młodych Hutników - Ząbkowice Stadion - Ząbkowice Dworzec PKP,3,656,https://rj.metropoliaztm.pl/rozklady/3-656,FF0000,FFFFFF
MYSŁOWICE BYTOMSKA - BIERUŃ POTOK STAWOWY,995,1,Mysłowice Bytomska - Ćmok Obrzeżna Zachodnia - Kosztowy Rynek - Kosztowy Pętla - Bieruń Potok Stawowy,3,995,https://rj.metropoliaztm.pl/rozklady/3-995,FF0000,FFFFFF
MYSŁOWICE BYTOMSKA - TYCHY GEN. GROTA-ROWECKIEGO,788,1,Mysłowice Bytomska - Mysłowice Dworzec PKP - Brzęczkowice Kościół - Brzęczkowice Szkoła - Brzęczkowice Ogródki Działkowe - Brzezinka Centrum - Larysz Storczyków - Wesoła Mostek - Wesoła Rynek - Wesoła Kopalnia - Czułów Fabryka - Tychy Begonii - Tychy Stoczniowców 70 - Tychy Skałka - Tychy Gen. Grota-Roweckiego,3,788,https://rj.metropoliaztm.pl/rozklady/3-788,FF0000,FFFFFF
MYSŁOWICE DWORZEC PKP - MYSŁOWICE OBRZEŻNA PÓŁNOCNA,T34,1,Mysłowice Dworzec PKP - Mysłowice Szpital - Mysłowice Obrzeżna Północna,0,1069,https://rj.metropoliaztm.pl/rozklady/0-T34,000000,A8FFD3
MYSŁOWICE TOWAROWA - ZAWODZIE CENTRUM PRZESIADKOWE,T-14,1,Mysłowice Towarowa - Szopienice Pętla - Burowiec - Zawodzie Centrum Przesiadkowe,3,1052,https://rj.metropoliaztm.pl/rozklady/3-T-14,000000,00FFFF
NAJDZISZÓW PĘTLA - DĄBIE SZKOŁA,225,1,Najdziszów Pętla - Sadowie Daleka - Toporowice Skrzyżowanie - Toporowice Skrzyżowanie - Toporowice Łąkowa - Dąbie Dolna 1 - Dąbie Szkoła - Dąbie Szkoła,3,225,https://rj.metropoliaztm.pl/rozklady/3-225,000000,8080FF
NIKISZOWIEC LODOWISKO - OSIEDLE WITOSA PĘTLA,900,1,Nikiszowiec Lodowisko - Katowice Francuska - Katowice Andrzeja Dworzec - Katowice Kopernika Dworzec - Katowice AWF - Osiedle Witosa Centrum - Osiedle Witosa Pętla,3,900,https://rj.metropoliaztm.pl/rozklady/3-900,000000,00FF00
OBROKI ELKOP - OSIEDLE KUKUCZKI LUBUSKA,70,1,Obroki Elkop - Osiedle Witosa Centrum - Katowice Sokolska - Katowice Chorzowska - Bogucice Kościół - Osiedle Kukuczki Lubuska,3,70,https://rj.metropoliaztm.pl/rozklady/3-70,000000,FFFFFF
OBROKI ELKOP - OSIEDLE TYSIĄCLECIA PĘTLA,165,1,Obroki Elkop - Osiedle Witosa Centrum - Chorzów Batory Pętla - Chorzów Centrum Edukacji - Chorzów Nowa - Chorzów Estakada - Osiedle Tysiąclecia Pętla,3,165,https://rj.metropoliaztm.pl/rozklady/3-165,FF8000,00FFFF
ORZEGÓW WANIORA - HALEMBA PĘTLA,121,1,Orzegów Waniora - Godula Plac Niepodległości - Nowy Bytom Centrum - Bykowina Niedźwiedziniec - Halemba Orzeszkowej - Halemba Solidarności - Halemba Pętla,3,121,https://rj.metropoliaztm.pl/rozklady/3-121,FF00FF,
ORZEGÓW WANIORA - HALEMBA PĘTLA,147,1,Orzegów Waniora - Godula Plac Niepodległości - Nowy Bytom Centrum - Nowy Bytom Centrum - Bielszowice Kopalnia - Halemba Solidarności - Halemba Pętla,3,147,https://rj.metropoliaztm.pl/rozklady/3-147,000000,FFFFFF
ORZEGÓW WANIORA - MIKOŁÓW DWORZEC,982,1,Orzegów Waniora - Godula Plac Niepodległości - Nowy Bytom Centrum - Halemba Solidarności - Wygoda Skrzyżowanie - Reta Hipermarket - Mikołów Dworzec,3,982,https://rj.metropoliaztm.pl/rozklady/3-982,000000,
OSADA JANA PAWILON - STARE TARNOWICE GCR,3,1,Osada Jana Pawilon - Osada Jana - Tarnowskie Góry Dworzec - Tarnowskie Góry Powstańców Śląskich - Tarnowskie Góry Opolska - Strzybnica Chemet - Stare Tarnowice Francuska - Stare Tarnowice Szpital - Stare Tarnowice GCR,3,3,https://rj.metropoliaztm.pl/rozklady/3-3,000000,
OSIEDLE BÓR PĘTLA - SOSNOWIEC SZPITAL WOJEWÓDZKI,150,1,Osiedle Bór Pętla - Niwka Fabryka - Niwka Kościół - Mysłowice Targ Miejski - Sosnowiec Dworzec PKP - Pogoń Grota-Roweckiego - Pogoń Akademiki - Sosnowiec Szpital Wojewódzki,3,150,https://rj.metropoliaztm.pl/rozklady/3-150,000000,FFFF80
OSIEDLE KOPERNIKA PĘTLA - BRZEZINKA PARK LOGISTYCZNY,692,1,Osiedle Kopernika Pętla - Osiedle Kopernika Myśliwska - Gliwice Centrum Przesiadkowe - Gliwice Plac Piastów - Gliwice Jasnogórska - Gliwice Cmentarz Centralny - Osiedle Waryńskiego Pętla - Stare Łabędy SSE - Brzezinka Wałbrzyska - Brzezinka Park Logistyczny,3,692,https://rj.metropoliaztm.pl/rozklady/3-692,000000,FFFFFF
OSIEDLE KOPERNIKA PĘTLA - GLIWICE EUROPA CENTRALNA,678,1,Osiedle Kopernika Pętla - Osiedle Kopernika Perseusza - Osiedle Kopernika Myśliwska - Gliwice Świętojańska - Gliwice Centrum Przesiadkowe - Gliwice Dworcowa - Gliwice Rybnicka - Gliwice Europa Centralna,3,678,https://rj.metropoliaztm.pl/rozklady/3-678,000040,
OSIEDLE NAFTOWA PĘTLA - GOŁONÓG OSIEDLE,55,1,Osiedle Naftowa Pętla - Sosnowiec Dworzec PKP - Sielec Wawel Kościół - Sielec Osiedle Zamkowa - Konstantynów Okrzei - Zagórze Osiedle - Zagórze Centrum Przesiadkowe - Zagórze Centrum - Zagórze Hala Sportowa - Dąbrowa Górnicza Centrum - Gołonóg Zakład Energetyczny - Gołonóg Osiedle,3,55,https://rj.metropoliaztm.pl/rozklady/3-55,000000,80FFFF
OSIEDLE OBROŃCÓW POKOJU - BRZEZINKA NOBLA,699,1,Osiedle Obrońców Pokoju - Osiedle Kopernika Myśliwska - Gliwice Centrum Przesiadkowe - Gliwice Plac Piastów - Gliwice Jasnogórska - Gliwice Aleja Majowa - Gliwice Cmentarz Centralny - Osiedle Waryńskiego Pętla - Gliwice Zakład Opla - Stare Łabędy SSE - Brzezinka Nobla,3,699,https://rj.metropoliaztm.pl/rozklady/3-699,FF0000,
OSIEDLE PADEREWSKIEGO TRZY STAWY - OSIEDLE PADEREWSKIEGO TRZY STAWY,910,1,Osiedle Paderewskiego Trzy Stawy - Osiedle Paderewskiego Pomnik - Osiedle Paderewskiego Graniczna - Katowice Francuska - Katowice Mickiewicza - Katowice Sądowa - Katowice Dworzec - Katowice Jagiellońska - Osiedle Paderewskiego Trzy Stawy,3,910,https://rj.metropoliaztm.pl/rozklady/3-910,000000,00FF00
OSIEDLE TYSIĄCLECIA PĘTLA - LIGOTA KOLEJOWA,51,1,Osiedle Tysiąclecia Pętla - Osiedle Tysiąclecia ZOO - Osiedle Witosa Centrum - Katowice AWF - Katowice Jagiellońska - Brynów Kościuszki - Brynów Centrum Przesiadkowe - Ligota Kolejowa,3,51,https://rj.metropoliaztm.pl/rozklady/3-51,FF8000,00FFFF
OSIEDLE TYSIĄCLECIA PĘTLA - MURCKI SZYB STANISŁAW,673,1,Osiedle Tysiąclecia Pętla - Osiedle Tysiąclecia ZOO - Katowice Chorzowska - Katowice Strefa Kultury - Giszowiec Osiedle - Murcki Szyb Stanisław,3,673,https://rj.metropoliaztm.pl/rozklady/3-673,000000,00FF00
OSIEDLE TYSIĄCLECIA PĘTLA - OCHOJEC SZPITAL,138,1,Osiedle Tysiąclecia Pętla - Osiedle Tysiąclecia ZOO - Osiedle Witosa Centrum - Brynów W. Pola - Ligota Poleska - Piotrowice Skrzyżowanie - Ochojec Szpital,3,138,https://rj.metropoliaztm.pl/rozklady/3-138,00FF00,00FF00
OSIEDLE TYSIĄCLECIA PĘTLA - OSIEDLE TYSIĄCLECIA PĘTLA,674,1,Osiedle Tysiąclecia Pętla - Osiedle Tysiąclecia ZOO - Katowice Chorzowska - Katowice Sokolska - Katowice Sądowa - Katowice Dworzec - Katowice Jagiellońska - Katowice Francuska - Katowice Dworzec - Katowice Sokolska - Osiedle Tysiąclecia ZOO - Osiedle Tysiąclecia Pętla,3,674,https://rj.metropoliaztm.pl/rozklady/3-674,FF0000,FFFFFF
OSIEDLE WIECZORKA DWORZEC - BYTOM DWORZEC,114,1,Osiedle Wieczorka Dworzec - Piekary Bazylika - Szarlej Poczta - Szarlej Szpital - Bytom Plac Sobieskiego - Bytom Dworzec,3,114,https://rj.metropoliaztm.pl/rozklady/3-114,000000,
OSIEDLE WIECZORKA DWORZEC - BYTOM DWORZEC,185,1,Osiedle Wieczorka Dworzec - Piekary Kopalnia - Szarlej Poczta - Szarlej Wyszyńskiego - Kamień - Osiedle Powstańców - Brzeziny Śląskie - Brzeziny Śląskie Skrzyżowanie - Brzeziny Śląskie Stare Osiedle - Rozbark Zakłady Orzeł Biały - Rozbark Siemianowicka - Bytom Plac Sobieskiego - Bytom Dworzec,3,185,https://rj.metropoliaztm.pl/rozklady/3-185,FF0000,80FF00
OSIEDLE WIECZORKA DWORZEC - DOŁKI KAPLICA,164,1,Osiedle Wieczorka Dworzec - Piekary Bazylika - Szarlej Poczta - Szarlej Wyszyńskiego - Kamień - Osiedle Powstańców - Brzeziny Śląskie - Dołki Kaplica,3,164,https://rj.metropoliaztm.pl/rozklady/3-164,80FF00,FF80FF
OSIEDLE WIECZORKA DWORZEC - KATOWICE PLAC WOLNOŚCI,M28,1,Osiedle Wieczorka Dworzec - Piekary Bazylika - Szarlej Wyszyńskiego - Kamień - Brzeziny Śląskie - Dąbrówka Wielka - Siemianowice Śląska - Wełnowiec Gnieźnieńska - Koszutka Słoneczna - Katowice Chorzowska - Katowice Sokolska - Katowice Plac Wolności,3,1039,https://rj.metropoliaztm.pl/rozklady/3-M28,000000,
OSIEDLE WIECZORKA DWORZEC - PYRZOWICE PORT LOTNICZY (KATOWICE AIRPORT),M116,1,Osiedle Wieczorka Dworzec - Kolonia Józefka - Dobieszowice Skrzyżowanie - Siemonia Kościół - Myszkowice - Pyrzowice Szkoła - Pyrzowice Port Lotniczy (Katowice Airport),3,1024,https://rj.metropoliaztm.pl/rozklady/3-M116,FF0000,FFFFFF
OSIEDLE WIECZORKA DWORZEC - RADZIONKÓW DWORZEC PKP,73,1,Osiedle Wieczorka Dworzec - Piekary Bazylika - Szarlej Poczta - Szarlej Przemysłowa - Rojca Baza Paliw - Rojca Nieznanego Żołnierza - Rojca Nieznanego Żołnierza - Rojca Rondo - Stroszek Osiedle - Radzionków Plac Letochów - Radzionków Dworzec PKP,3,73,https://rj.metropoliaztm.pl/rozklady/3-73,00FF00,00FFFF
